Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
49,"MP Bernardi, D Milovich, M Francoeur","Radiative heat transfer exceeding the blackbody limit between macroscale planar surfaces separated by a nanosize vacuum gap",2016,"Nature communications","nature.com","https://www.nature.com/articles/ncomms12900","https://scholar.google.com/scholar?cites=3069505551115001556&as_sdt=5,33&sciodt=0,33&hl=en&num=20",148,"2018-12-02","HTML","","","",,,,,49,24.50,16,3,2
36,"SA Biehs, O Huth, F Rüting","Near-field radiative heat transfer for structured surfaces",2008,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.78.085414","https://scholar.google.com/scholar?cites=16705097323535333731&as_sdt=5,33&sciodt=0,33&hl=en&num=20",149,"2018-12-02","","","","",,,,,36,3.60,12,3,10
35,"MMD Whale","A fluctuational electrodynamic analysis of microscale radiative transfer and the design of microscale thermophotovoltaic devices",1997,"","dspace.mit.edu","https://dspace.mit.edu/bitstream/handle/1721.1/10444/37639476-MIT.pdf?sequence=2","https://scholar.google.com/scholar?cites=14143769327573746997&as_sdt=5,33&sciodt=0,33&hl=en&num=20",150,"2018-12-02","PDF","","","",,,,,35,1.67,35,1,21
35,"O Huth, F Rüting, SA Biehs…","Shape-dependence of near-field heat transfer between a spheroidal nanoparticle and a flat surface",2010,"The European Physical …","cambridge.org","https://www.cambridge.org/core/journals/the-european-physical-journal-applied-physics/article/shapedependence-of-nearfield-heat-transfer-between-a-spheroidal-nanoparticle-and-a-flat-surface/8F2FA33555EAF2C6CFF68D2ECBC08562","https://scholar.google.com/scholar?cites=3382695645695142040&as_sdt=5,33&sciodt=0,33&hl=en&num=20",151,"2018-12-02","","","","",,,,,35,4.38,9,4,8
36,"AG Polimeridis, MTH Reid, W Jin, SG Johnson…","Fluctuating volume-current formulation of electromagnetic fluctuations in inhomogeneous media: Incandescence and luminescence in arbitrary geometries",2015,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.92.134202","https://scholar.google.com/scholar?cites=14583473899060851612&as_sdt=5,33&sciodt=0,33&hl=en&num=20",152,"2018-12-02","","","","",,,,,36,12.00,7,5,3
37,"OD Miller","Photonic design: From fundamental solar cell physics to computational inverse design",2013,"arXiv preprint arXiv:1308.0212","arxiv.org","https://arxiv.org/abs/1308.0212","https://scholar.google.com/scholar?cites=3337895836082381383&as_sdt=5,33&sciodt=0,33&hl=en&num=20",153,"2018-12-02","","","","",,,,,37,7.40,37,1,5
33,"M Janowicz, D Reddig, M Holthaus","Quantum approach to electromagnetic energy transfer between two dielectric bodies",2003,"Physical Review A","APS","https://journals.aps.org/pra/abstract/10.1103/PhysRevA.68.043823","https://scholar.google.com/scholar?cites=16986342794377206347&as_sdt=5,33&sciodt=0,33&hl=en&num=20",154,"2018-12-02","","","","",,,,,33,2.20,11,3,15
33,"BJ Lee, K Park, ZM Zhang","Energy pathways in nanoscale thermal radiation",2007,"Applied Physics Letters","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.2793688","https://scholar.google.com/scholar?cites=7045156637386766998&as_sdt=5,33&sciodt=0,33&hl=en&num=20",155,"2018-12-02","","","","",,,,,33,3.00,11,3,11
36,"VB Svetovoy, G Palasantzas","Graphene-on-silicon near-field thermophotovoltaic cell",2014,"Physical Review Applied","APS","https://journals.aps.org/prapplied/abstract/10.1103/PhysRevApplied.2.034006","https://scholar.google.com/scholar?cites=5918876007691082334&as_sdt=5,33&sciodt=0,33&hl=en&num=20",156,"2018-12-02","","","","",,,,,36,9.00,18,2,4
34,"SA Biehs, JJ Greffet","Near-field heat transfer between a nanoparticle and a rough surface",2010,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.81.245414","https://scholar.google.com/scholar?cites=14237005309511041972&as_sdt=5,33&sciodt=0,33&hl=en&num=20",157,"2018-12-02","","","","",,,,,34,4.25,17,2,8
33,"CH Mastrangelo, RS Muller","Thermal diffusivity of heavily doped low pressure chemical vapor deposited polycrystalline silicon films",1988,"Sensors and materials","","","https://scholar.google.com/scholar?cites=16962951139510221662&as_sdt=5,33&sciodt=0,33&hl=en&num=20",158,"2018-12-02","CITATION","","","",,,,,33,1.10,17,2,30
32,"M Antezza","Surface–atom force out of thermal equilibrium and its effect on ultra-cold atoms",2006,"Journal of Physics A: Mathematical and General","iopscience.iop.org","http://iopscience.iop.org/article/10.1088/0305-4470/39/21/S02/meta","https://scholar.google.com/scholar?cites=9916432074683486132&as_sdt=5,33&sciodt=0,33&hl=en&num=20",159,"2018-12-02","","","","",,,,,32,2.67,32,1,12
33,"JJ Greffet, C Henkel","Coherent thermal radiation",2007,"Contemporary Physics","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/00107510701690380","https://scholar.google.com/scholar?cites=15648944614801975341&as_sdt=5,33&sciodt=0,33&hl=en&num=20",160,"2018-12-02","","","","",,,,,33,3.00,17,2,11
32,"E Rousseau, M Laroche, JJ Greffet","Radiative heat transfer at nanoscale mediated by surface plasmons for highly doped silicon",2009,"Applied Physics Letters","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.3271681","https://scholar.google.com/scholar?cites=7981893557410191433&as_sdt=5,33&sciodt=0,33&hl=en&num=20",161,"2018-12-02","","","","",,,,,32,3.56,11,3,9
34,"P Ben-Abdallah, R Messina, SA Biehs, M Tschikin…","Heat superdiffusion in plasmonic nanostructure networks",2013,"Physical review …","APS","https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.111.174301","https://scholar.google.com/scholar?cites=14023154192115640020&as_sdt=5,33&sciodt=0,33&hl=en&num=20",162,"2018-12-02","","","","",,,,,34,6.80,7,5,5
33,"SA Biehs, JJ Greffet","Influence of roughness on near-field heat transfer between two plates",2010,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.82.245410","https://scholar.google.com/scholar?cites=13530475865759887717&as_sdt=5,33&sciodt=0,33&hl=en&num=20",163,"2018-12-02","","","","",,,,,33,4.13,17,2,8
36,"T Inoue, M De Zoysa, T Asano, S Noda","Realization of narrowband thermal emission with optical nanostructures",2015,"Optica","osapublishing.org","https://www.osapublishing.org/abstract.cfm?uri=optica-2-1-27","https://scholar.google.com/scholar?cites=13204181390843886373&as_sdt=5,33&sciodt=0,33&hl=en&num=20",164,"2018-12-02","","","","",,,,,36,12.00,9,4,3
30,"HP Baltes","Coherence and the radiation laws",1977,"Applied physics","Springer","https://link.springer.com/article/10.1007/BF00915197","https://scholar.google.com/scholar?cites=10849816575439019262&as_sdt=5,33&sciodt=0,33&hl=en&num=20",165,"2018-12-02","HTML","","","",,,,,30,0.73,30,1,41
32,"K Joulain, P Ben-Abdallah, PO Chapuis…","Strong tip–sample coupling in thermal radiation scanning tunneling microscopy",2014,"Journal of Quantitative …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407313004810","https://scholar.google.com/scholar?cites=12896049562775903634&as_sdt=5,33&sciodt=0,33&hl=en&num=20",166,"2018-12-02","HTML","","","",,,,,32,8.00,8,4,4
30,"VB Bezerra, G Bimonte, GL Klimchitskaya…","Thermal correction to the Casimir force, radiative heat transfer, and an experiment",2007,"The European Physical …","Springer","https://link.springer.com/article/10.1140/epjc/s10052-007-0400-x","https://scholar.google.com/scholar?cites=18141445466630453228&as_sdt=5,33&sciodt=0,33&hl=en&num=20",167,"2018-12-02","","","","",,,,,30,2.73,8,4,11
31,"A Manjavacas, FJG de Abajo","Radiative heat transfer between neighboring particles",2012,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.86.075466","https://scholar.google.com/scholar?cites=6061740862488559495&as_sdt=5,33&sciodt=0,33&hl=en&num=20",168,"2018-12-02","","","","",,,,,31,5.17,16,2,6
32,"M Lim, S Jin, SS Lee, BJ Lee","Graphene-assisted Si-InSb thermophotovoltaic system for low temperature applications",2015,"Optics express","osapublishing.org","https://www.osapublishing.org/abstract.cfm?uri=oe-23-7-A240","https://scholar.google.com/scholar?cites=10208096496603454343&as_sdt=5,33&sciodt=0,33&hl=en&num=20",169,"2018-12-02","","","","",,,,,32,10.67,8,4,3
31,"SV Boriskina, JK Tong, Y Huang, J Zhou, V Chiloyan…","Enhancement and tunability of near-field radiative heat transfer mediated by surface plasmon polaritons in thin plasmonic films",2015,"Photonics","mdpi.com","https://www.mdpi.com/2304-6732/2/2/659/htm","https://scholar.google.com/scholar?cites=9612796601627397107&as_sdt=5,33&sciodt=0,33&hl=en&num=20",170,"2018-12-02","HTML","","","",,,,,31,10.33,5,6,3
27,"R Yang, A Narayanaswamy…","Surface-plasmon coupled nonequilibrium thermoelectric refrigerators and power generators",2005,"Journal of Computational …","ingentaconnect.com","https://www.ingentaconnect.com/content/asp/jctn/2005/00000002/00000001/art00006","https://scholar.google.com/scholar?cites=5713390601131743198&as_sdt=5,33&sciodt=0,33&hl=en&num=20",171,"2018-12-02","","","","",,,,,27,2.08,9,3,13
27,"G Chen, R Yang, A Narayanaswamy","Surface plasmon coupled nonequilibrium thermoelectric devices",2009,"US Patent 7,508,110","Google Patents","https://patents.google.com/patent/US7508110B2/en","https://scholar.google.com/scholar?cites=15352278291869752596&as_sdt=5,33&sciodt=0,33&hl=en&num=20",172,"2018-12-02","","","","",,,,,27,3.00,9,3,9
30,"Y Yang, S Basu, L Wang","Vacuum thermal switch made of phase transition materials considering thin film and substrate effects",2015,"Journal of Quantitative Spectroscopy and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407314004749","https://scholar.google.com/scholar?cites=16182245726593077082&as_sdt=5,33&sciodt=0,33&hl=en&num=20",173,"2018-12-02","HTML","","","",,,,,30,10.00,10,3,3
28,"S Molesky, Z Jacob","Ideal near-field thermophotovoltaic cells",2015,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.91.205435","https://scholar.google.com/scholar?cites=11648478824855190464&as_sdt=5,33&sciodt=0,33&hl=en&num=20",174,"2018-12-02","","","","",,,,,28,9.33,14,2,3
27,"BJ Lee, ZM Zhang","Lateral shifts in near-field thermal radiation with surface phonon polaritons",2008,"Nanoscale and Microscale Thermophysical …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/15567260802247505","https://scholar.google.com/scholar?cites=6365216584723900027&as_sdt=5,33&sciodt=0,33&hl=en&num=20",175,"2018-12-02","","","","",,,,,27,2.70,14,2,10
27,"RP Caren","Thermal radiation between closely spaced metal surfaces at low temperature due to traveling and quasi-stationary components of the radiation field",1974,"International Journal of Heat and Mass Transfer","Elsevier","https://www.sciencedirect.com/science/article/pii/0017931074901707","https://scholar.google.com/scholar?cites=14190019512065529866&as_sdt=5,33&sciodt=0,33&hl=en&num=20",176,"2018-12-02","HTML","","","",,,,,27,0.61,27,1,44
27,"G Chen","Wave effects on radiative transfer in absorbing and emitting thin-film media",1997,"Microscale Thermophysical Engineering","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/108939597200232","https://scholar.google.com/scholar?cites=5232563556086160387&as_sdt=5,33&sciodt=0,33&hl=en&num=20",177,"2018-12-02","","","","",,,,,27,1.29,27,1,21
25,"GV Dedkov, AA Kyasov","The relativistic theory of fluctuation electromagnetic interactions of moving neutral particles with a flat surface",2003,"Physics of the Solid State","Springer","https://link.springer.com/article/10.1134/1.1620084","https://scholar.google.com/scholar?cites=9364954229377992760&as_sdt=5,33&sciodt=0,33&hl=en&num=20",178,"2018-12-02","","","","",,,,,25,1.67,13,2,15
30,"E Moncada-Villa, V Fernández-Hurtado…","Magnetic field control of near-field radiative heat transfer and the realization of highly tunable hyperbolic thermal emitters",2015,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.92.125418","https://scholar.google.com/scholar?cites=13258676094300692354&as_sdt=5,33&sciodt=0,33&hl=en&num=20",179,"2018-12-02","","","","",,,,,30,10.00,10,3,3
26,"MTH Reid, AW Rodriguez…","Fluctuation-induced phenomena in nanoscale systems: harnessing the power of noise",2013,"Proceedings of the …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6230597/","https://scholar.google.com/scholar?cites=17900161824444066755&as_sdt=5,33&sciodt=0,33&hl=en&num=20",180,"2018-12-02","","","","",,,,,26,5.20,9,3,5
25,"I Dorofeyev, H Fuchs, B Gotsmann, J Jersch","Damping of a moving particle near a wall: A relativistic approach",2001,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.64.035403","https://scholar.google.com/scholar?cites=11736048535032999604&as_sdt=5,33&sciodt=0,33&hl=en&num=20",181,"2018-12-02","","","","",,,,,25,1.47,6,4,17
35,"L Cui, W Jeong, V Fernández-Hurtado, J Feist…","Study of radiative heat transfer in Ångström-and nanometre-sized gaps",2017,"Nature …","nature.com","https://www.nature.com/articles/ncomms14479","https://scholar.google.com/scholar?cites=12410674829978247287&as_sdt=5,33&sciodt=0,33&hl=en&num=20",182,"2018-12-02","HTML","","","",,,,,35,35.00,7,5,1
25,"SI Maslovski, CR Simovski, SA Tretyakov","Equivalent circuit model of radiative heat transfer",2013,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.87.155124","https://scholar.google.com/scholar?cites=8513895378493786410&as_sdt=5,33&sciodt=0,33&hl=en&num=20",183,"2018-12-02","","","","",,,,,25,5.00,8,3,5
24,"MS Mirmoosa, F Rüting, IS Nefedov…","Effective-medium model of wire metamaterials in the problems of radiative heat transfer",2014,"Journal of Applied …","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4883239","https://scholar.google.com/scholar?cites=17172392573904296106&as_sdt=5,33&sciodt=0,33&hl=en&num=20",184,"2018-12-02","","","","",,,,,24,6.00,6,4,4
27,"JI Lee, YH Jeong, HC No, R Hannebauer…","Size effect of nanometer vacuum gap thermionic power conversion device with CsI coated graphite electrodes",2009,"Applied Physics …","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.3266921","https://scholar.google.com/scholar?cites=4275809285459286297&as_sdt=5,33&sciodt=0,33&hl=en&num=20",185,"2018-12-02","","","","",,,,,27,3.00,5,5,9
25,"E Rousseau, M Laroche, JJ Greffet","Radiative heat transfer at nanoscale: Closed-form expression for silicon at different doping levels",2010,"Journal of Quantitative Spectroscopy …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407310000348","https://scholar.google.com/scholar?cites=18441765074977723682&as_sdt=5,33&sciodt=0,33&hl=en&num=20",186,"2018-12-02","HTML","","","",,,,,25,3.13,8,3,8
29,"J Dai, SA Dyakov, M Yan","Enhanced near-field radiative heat transfer between corrugated metal plates: Role of spoof surface plasmon polaritons",2015,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.92.035419","https://scholar.google.com/scholar?cites=17551583281969163727&as_sdt=5,33&sciodt=0,33&hl=en&num=20",187,"2018-12-02","","","","",,,,,29,9.67,10,3,3
25,"L Cui, Y Huang, J Wang, KY Zhu","Ultrafast modulation of near-field heat transfer with tunable metamaterials",2013,"Applied Physics Letters","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4790292","https://scholar.google.com/scholar?cites=1610252473390528950&as_sdt=5,33&sciodt=0,33&hl=en&num=20",188,"2018-12-02","","","","",,,,,25,5.00,6,4,5
26,"M Francoeur","Near-field radiative transfer: Thermal radiation, thermophotovoltaic power generation and optical characterization",2010,"","uknowledge.uky.edu","http://uknowledge.uky.edu/cgi/viewcontent.cgi?article=1081&context=gradschool_diss","https://scholar.google.com/scholar?cites=10128824496176523606&as_sdt=5,33&sciodt=0,33&hl=en&num=20",189,"2018-12-02","PDF","","","",,,,,26,3.25,26,1,8
23,"HP Baltes, J Geist, A Walther","Radiometry and coherence",1978,"… in Current Physics, ISBN: 978-3 …","adsabs.harvard.edu","http://adsabs.harvard.edu/abs/1978TCP.....9..119B","https://scholar.google.com/scholar?cites=13732538235063238052&as_sdt=5,33&sciodt=0,33&hl=en&num=20",190,"2018-12-02","CITATION","","","",,,,,23,0.58,8,3,40
23,"K Joulain","Near-field heat transfer: A radiative interpretation of thermal conduction",2008,"Journal of Quantitative Spectroscopy and Radiative …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407307002403","https://scholar.google.com/scholar?cites=14459648643886158858&as_sdt=5,33&sciodt=0,33&hl=en&num=20",191,"2018-12-02","HTML","","","",,,,,23,2.30,23,1,10
26,"IS Nefedov, LA Melnikov","Super-Planckian far-zone thermal emission from asymmetric hyperbolic metamaterials",2014,"Applied Physics Letters","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4899126","https://scholar.google.com/scholar?cites=133912230883858597&as_sdt=5,33&sciodt=0,33&hl=en&num=20",192,"2018-12-02","","","","",,,,,26,6.50,13,2,4
23,"A Datas, D Hirashima, K Hanamura","FDTD simulation of near-field radiative heat transfer between thin films supporting surface phonon polaritons: Lessons learned",2013,"Journal of Thermal Science …","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/jtst/8/1/8_91/_article/-char/ja/","https://scholar.google.com/scholar?cites=3343429223958695425&as_sdt=5,33&sciodt=0,33&hl=en&num=20",193,"2018-12-02","","","","",,,,,23,4.60,8,3,5
23,"ZH Zheng, YM Xuan","Near-field radiative heat transfer between general materials and metamaterials",2011,"Chinese science bulletin","Springer","https://link.springer.com/article/10.1007/s11434-011-4586-9","https://scholar.google.com/scholar?cites=4706152231827652380&as_sdt=5,33&sciodt=0,33&hl=en&num=20",194,"2018-12-02","","","","",,,,,23,3.29,12,2,7
23,"H Chalabi, E Hasman, ML Brongersma","Near-field radiative thermal transfer between a nanostructured periodic material and a planar substrate",2015,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.91.014302","https://scholar.google.com/scholar?cites=9265672025118453278&as_sdt=5,33&sciodt=0,33&hl=en&num=20",195,"2018-12-02","","","","",,,,,23,7.67,8,3,3
25,"S Edalatpour, M Francoeur","Size effect on the emissivity of thin films",2013,"Journal of Quantitative Spectroscopy and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407312005560","https://scholar.google.com/scholar?cites=9366600604735308342&as_sdt=5,33&sciodt=0,33&hl=en&num=20",196,"2018-12-02","HTML","","","",,,,,25,5.00,13,2,5
26,"K Chen, P Santhanam, S Fan","Suppressing sub-bandgap phonon-polariton heat transfer in near-field thermophotovoltaic devices for waste heat recovery",2015,"Applied Physics Letters","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4929949","https://scholar.google.com/scholar?cites=14058967331125066993&as_sdt=5,33&sciodt=0,33&hl=en&num=20",197,"2018-12-02","","","","",,,,,26,8.67,9,3,3
30,"K Chen, P Santhanam, S Sandhu, L Zhu, S Fan","Heat-flux control and solid-state cooling by regulating chemical potential of photons in near-field electromagnetic heat transfer",2015,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.91.134301","https://scholar.google.com/scholar?cites=17038574130888471479&as_sdt=5,33&sciodt=0,33&hl=en&num=20",198,"2018-12-02","","","","",,,,,30,10.00,6,5,3
23,"S Lang, M Tschikin, SA Biehs, AY Petrov…","Large penetration depth of near-field heat flux in hyperbolic media",2014,"Applied Physics …","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4869490","https://scholar.google.com/scholar?cites=7493039943328782692&as_sdt=5,33&sciodt=0,33&hl=en&num=20",199,"2018-12-02","","","","",,,,,23,5.75,5,5,4
26,"P Ben-Abdallah, SA Biehs","Contactless heat flux control with photonic devices",2015,"AIP Advances","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4915138","https://scholar.google.com/scholar?cites=1472645725018903736&as_sdt=5,33&sciodt=0,33&hl=en&num=20",200,"2018-12-02","","","","",,,,,26,8.67,13,2,3
21,"AW Rodriguez, MTH Reid, J Varela, JD Joannopoulos…","Anomalous near-field heat transfer between a cylinder and a perforated surface",2013,"Physical review …","APS","https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.110.014301","https://scholar.google.com/scholar?cites=5766430763928139686&as_sdt=5,33&sciodt=0,33&hl=en&num=20",201,"2018-12-02","","","","",,,,,21,4.20,4,5,5
26,"S Jin, M Lim, SS Lee, BJ Lee","Hyperbolic metamaterial-based near-field thermophotovoltaic system for hundreds of nanometer vacuum gap",2016,"Optics express","osapublishing.org","https://www.osapublishing.org/abstract.cfm?uri=oe-24-6-A635","https://scholar.google.com/scholar?cites=11384097191488882559&as_sdt=5,33&sciodt=0,33&hl=en&num=20",202,"2018-12-02","","","","",,,,,26,13.00,7,4,2
26,"L Zhu, S Fan","Persistent directional current at equilibrium in nonreciprocal many-body near field electromagnetic heat transfer",2016,"Physical review letters","APS","https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.117.134303","https://scholar.google.com/scholar?cites=2272536306049115611&as_sdt=5,33&sciodt=0,33&hl=en&num=20",203,"2018-12-02","","","","",,,,,26,13.00,13,2,2
23,"K Joulain, Y Ezzahri, J Drevillon, B Rousseau…","Radiative thermal rectification between SiC and SiO2",2015,"Optics …","osapublishing.org","https://www.osapublishing.org/abstract.cfm?uri=oe-23-24-A1388","https://scholar.google.com/scholar?cites=3237060994406577534&as_sdt=5,33&sciodt=0,33&hl=en&num=20",204,"2018-12-02","","","","",,,,,23,7.67,5,5,3
21,"AI Volokitin, BNJ Persson","Comment on 'No quantum friction between uniformly moving plates'",2011,"New Journal of Physics","iopscience.iop.org","http://iopscience.iop.org/article/10.1088/1367-2630/13/6/068001/meta","https://scholar.google.com/scholar?cites=15810324007603646504&as_sdt=5,33&sciodt=0,33&hl=en&num=20",205,"2018-12-02","","","","",,,,,21,3.00,11,2,7
23,"BV Budaev, DB Bogy","Computation of radiative heat transport across a nanoscale vacuum gap",2014,"Applied Physics Letters","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4865404","https://scholar.google.com/scholar?cites=9883990010910623224&as_sdt=5,33&sciodt=0,33&hl=en&num=20",206,"2018-12-02","","","","",,,,,23,5.75,12,2,4
26,"R Yu, A Manjavacas, FJG de Abajo","Ultrafast radiative heat transfer",2017,"Nature communications","nature.com","https://www.nature.com/articles/s41467-016-0013-x","https://scholar.google.com/scholar?cites=7892549989789608559&as_sdt=5,33&sciodt=0,33&hl=en&num=20",207,"2018-12-02","HTML","","","",,,,,26,26.00,9,3,1
21,"T Ijiro, N Yamada","Near-field radiative heat transfer between two parallel SiO2 plates with and without microcavities",2015,"Applied Physics Letters","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4905601","https://scholar.google.com/scholar?cites=2081873855448269578&as_sdt=5,33&sciodt=0,33&hl=en&num=20",208,"2018-12-02","","","","",,,,,21,7.00,11,2,3
20,"B Gotsmann, MA Lantz, A Knoll…","Nanoscale thermal and mechanical interactions studies using heatable probes",2010,"Nanotechnology …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/9783527628155.nanotech066","https://scholar.google.com/scholar?cites=16996542065065866659&as_sdt=5,33&sciodt=0,33&hl=en&num=20",209,"2018-12-02","","","","",,,,,20,2.50,5,4,8
21,"K Sasihithlu, A Narayanaswamy","Convergence of vector spherical wave expansion method applied to near-field radiative transfer",2011,"Optics express","osapublishing.org","https://www.osapublishing.org/abstract.cfm?uri=oe-19-S4-A772","https://scholar.google.com/scholar?cites=15743614861494432315&as_sdt=5,33&sciodt=0,33&hl=en&num=20",210,"2018-12-02","","","","",,,,,21,3.00,11,2,7
19,"V Cortier, M Rusinowitch, E Zǎlinescu","A resolution strategy for verifying cryptographic protocols with cbc encryption and blind signatures",2005,"Proceedings of the 7th ACM …","dl.acm.org","https://dl.acm.org/citation.cfm?id=1069776","https://scholar.google.com/scholar?cites=11851889705912865460&as_sdt=5,33&sciodt=0,33&hl=en&num=20",211,"2018-12-02","","","","",,,,,19,1.46,6,3,13
24,"S Xiong, K Yang, YA Kosevich, Y Chalopin…","Classical to quantum transition of heat transfer between two silica clusters",2014,"Physical review …","APS","https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.112.114301","https://scholar.google.com/scholar?cites=11175158041614462188&as_sdt=5,33&sciodt=0,33&hl=en&num=20",212,"2018-12-02","","","","",,,,,24,6.00,5,5,4
18,"G Bimonte, E Santamato","General theory of electromagnetic fluctuations near a homogeneous surface in terms of its reflection amplitudes",2007,"Physical Review A","APS","https://journals.aps.org/pra/abstract/10.1103/PhysRevA.76.013810","https://scholar.google.com/scholar?cites=1283499402559619000&as_sdt=5,33&sciodt=0,33&hl=en&num=20",213,"2018-12-02","","","","",,,,,18,1.64,9,2,11
18,"G Bimonte","A theory of electromagnetic fluctuations for metallic surfaces and van der Waals interactions between metallic bodies",2006,"Physical review letters","APS","https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.96.160401","https://scholar.google.com/scholar?cites=9945584837973168320&as_sdt=5,33&sciodt=0,33&hl=en&num=20",214,"2018-12-02","","","","",,,,,18,1.50,18,1,12
19,"E Rousseau, M Laroche, JJ Greffet","Asymptotic expressions describing radiative heat transfer between polar materials from the far-field regime to the nanoscale regime",2012,"Journal of Applied Physics","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.3672809","https://scholar.google.com/scholar?cites=8301469721788537787&as_sdt=5,33&sciodt=0,33&hl=en&num=20",215,"2018-12-02","","","","",,,,,19,3.17,6,3,6
28,"Z Zhou, E Sakr, Y Sun, P Bermel","Solar thermophotovoltaics: reshaping the solar spectrum",2016,"Nanophotonics","degruyter.com","https://www.degruyter.com/view/j/nanoph.2016.5.issue-1/nanoph-2016-0011/nanoph-2016-0011.xml?intcmp=trendmd","https://scholar.google.com/scholar?cites=4272789054346248473&as_sdt=5,33&sciodt=0,33&hl=en&num=20",216,"2018-12-02","HTML","","","",,,,,28,14.00,7,4,2
18,"DM Burns, VM Bright","Investigation of the maximum optical power rating for a micro-electro-mechanical device",1997,"Solid State Sensors and Actuators, 1997 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/613652/","https://scholar.google.com/scholar?cites=16831324714120881866&as_sdt=5,33&sciodt=0,33&hl=en&num=20",217,"2018-12-02","","","","",,,,,18,0.86,9,2,21
18,"B Steinle, HP Baltes, M Pabst","Asymptotic expansion for the temporal coherence functions of a finite blackbody",1975,"Physical Review A","APS","https://journals.aps.org/pra/abstract/10.1103/PhysRevA.12.1519","https://scholar.google.com/scholar?cites=17895551175918876058&as_sdt=5,33&sciodt=0,33&hl=en&num=20",218,"2018-12-02","","","","",,,,,18,0.42,6,3,43
18,"CH Park, HA Haus, MS Weinberg","Proximity-enhanced thermal radiation",2002,"Journal of Physics D: Applied …","iopscience.iop.org","http://iopscience.iop.org/article/10.1088/0022-3727/35/21/325/meta","https://scholar.google.com/scholar?cites=5889444363681435884&as_sdt=5,33&sciodt=0,33&hl=en&num=20",219,"2018-12-02","","","","",,,,,18,1.13,6,3,16
20,"S Edalatpour, M Čuma, T Trueax, R Backman…","Convergence analysis of the thermal discrete dipole approximation",2015,"Physical Review E","APS","https://journals.aps.org/pre/abstract/10.1103/PhysRevE.91.063307","https://scholar.google.com/scholar?cites=18056973603237301746&as_sdt=5,33&sciodt=0,33&hl=en&num=20",220,"2018-12-02","","","","",,,,,20,6.67,4,5,3
17,"R Guérout, A Lambrecht, KA Milton, S Reynaud","Derivation of the Lifshitz-Matsubara sum formula for the Casimir pressure between metallic plane mirrors",2014,"Physical Review E","APS","https://journals.aps.org/pre/abstract/10.1103/PhysRevE.90.042125","https://scholar.google.com/scholar?cites=6147882139055189416&as_sdt=5,33&sciodt=0,33&hl=en&num=20",221,"2018-12-02","","","","",,,,,17,4.25,4,4,4
